timestamp,open,high,low,close,volume
2025-10-04 19:15:00,121800.98,121866.87,121754.01,121826.01,34.15518
2025-10-04 19:30:00,121826.02,121949.9,121826.01,121887.87,56.2021
2025-10-04 19:45:00,121887.87,121959.25,121881.0,121959.25,40.40788
2025-10-04 20:00:00,121959.25,122079.65,121891.49,121939.96,103.2935
2025-10-04 20:15:00,121939.97,122057.28,121939.96,122057.28,32.70135
2025-10-04 20:30:00,122057.28,122057.28,121986.29,122029.48,28.84323
2025-10-04 20:45:00,122029.48,122061.83,121892.89,121892.89,46.40779
2025-10-04 21:00:00,121892.89,122142.21,121871.01,122142.21,111.46563
2025-10-04 21:15:00,122142.22,122327.33,122097.66,122327.33,78.75308
2025-10-04 21:30:00,122327.32,122347.55,122236.66,122319.71,51.04616
2025-10-04 21:45:00,122319.72,122319.72,122188.88,122190.67,41.27553
2025-10-04 22:00:00,122190.67,122230.8,122139.98,122195.85,32.36886
2025-10-04 22:15:00,122195.85,122275.02,122194.62,122234.24,23.54151
2025-10-04 22:30:00,122234.25,122365.14,122234.24,122292.44,49.56123
2025-10-04 22:45:00,122292.43,122334.0,122212.79,122287.19,52.66977
2025-10-04 23:00:00,122287.19,122292.44,122242.76,122256.0,19.46411
2025-10-04 23:15:00,122256.0,122256.01,122214.0,122214.01,18.20223
2025-10-04 23:30:00,122214.0,122340.0,122214.0,122340.0,43.38701
2025-10-04 23:45:00,122340.0,122410.0,122339.99,122391.0,52.40565
2025-10-05 00:00:00,122390.99,122410.0,122253.3,122253.31,41.94994
2025-10-05 00:15:00,122253.3,122405.07,122253.3,122404.01,46.77194
2025-10-05 00:30:00,122404.01,122404.02,122271.33,122271.34,28.24329
2025-10-05 00:45:00,122271.34,122271.34,122157.7,122157.7,74.70042
2025-10-05 01:00:00,122157.71,122306.53,122157.7,122306.52,58.96636
2025-10-05 01:15:00,122306.52,122306.53,122136.0,122248.01,140.83862
2025-10-05 01:30:00,122248.01,122410.0,122248.01,122390.98,72.57431
2025-10-05 01:45:00,122390.98,122398.83,122324.36,122377.72,36.35499
2025-10-05 02:00:00,122377.71,122398.83,122342.0,122398.83,38.72009
2025-10-05 02:15:00,122398.83,122853.91,122378.51,122853.91,321.89206
2025-10-05 02:30:00,122853.91,124362.28,122835.0,123672.99,1750.39518
2025-10-05 02:45:00,123673.0,124129.25,123537.27,124031.44,522.62761
2025-10-05 03:00:00,124031.44,124129.25,123633.74,123668.58,320.31911
2025-10-05 03:15:00,123668.58,123835.33,123344.98,123835.32,296.37844
2025-10-05 03:30:00,123835.32,124173.0,123835.32,124010.12,261.56847
2025-10-05 03:45:00,124010.13,124129.99,123737.77,123776.22,199.72532
2025-10-05 04:00:00,123776.23,124065.84,123734.0,123907.99,139.68157
2025-10-05 04:15:00,123908.0,124066.3,123849.83,124019.24,90.55753
2025-10-05 04:30:00,124019.25,124453.0,123993.0,124299.79,261.82757
2025-10-05 04:45:00,124299.79,125708.42,124299.79,125172.81,3175.005103
2025-10-05 05:00:00,125172.81,125437.91,124876.72,125198.26,599.73064
2025-10-05 05:15:00,125198.27,125397.0,124895.62,125392.08,672.59159
2025-10-05 05:30:00,125392.08,125392.08,125106.22,125229.99,516.73257
2025-10-05 05:45:00,125230.0,125233.4,124962.42,125127.99,167.19516
2025-10-05 06:00:00,125127.99,125225.54,124971.57,125081.06,223.64064
2025-10-05 06:15:00,125081.05,125081.06,124805.34,124990.47,262.44482
2025-10-05 06:30:00,124990.48,125073.68,124828.97,125070.48,172.16936
2025-10-05 06:45:00,125070.48,125200.99,124968.07,125000.01,162.94534
2025-10-05 07:00:00,125000.01,125070.0,124853.0,125012.0,188.31048
2025-10-05 07:15:00,125012.01,125164.26,124770.34,124770.35,335.74813
2025-10-05 07:30:00,124770.34,124862.01,124622.6,124704.68,197.66124
2025-10-05 07:45:00,124704.67,124933.0,124685.11,124713.63,176.30746
2025-10-05 08:00:00,124713.63,124815.97,124558.0,124647.23,157.93596
2025-10-05 08:15:00,124647.24,124838.37,124647.23,124739.99,125.4531
2025-10-05 08:30:00,124739.99,124765.58,124610.33,124694.74,82.91547
2025-10-05 08:45:00,124694.74,124694.75,124570.63,124595.99,165.98341
2025-10-05 09:00:00,124596.0,124665.37,124381.12,124395.43,179.00579
2025-10-05 09:15:00,124395.44,124457.08,123937.21,124013.4,353.0196
2025-10-05 09:30:00,124013.4,124026.3,122876.27,122988.76,1192.76834
2025-10-05 09:45:00,122988.77,123270.0,122789.35,123020.5,490.13563
2025-10-05 10:00:00,123020.51,123072.52,122520.24,122859.47,441.35727
2025-10-05 10:15:00,122859.47,123130.0,122806.02,123012.29,168.65802
2025-10-05 10:30:00,123012.29,123012.3,122664.63,122816.66,177.34378
2025-10-05 10:45:00,122816.66,123113.58,122816.65,123028.01,206.53114
2025-10-05 11:00:00,123028.01,123275.65,122850.0,122880.49,254.47416
2025-10-05 11:15:00,122880.49,123463.72,122880.48,123362.0,189.71782
2025-10-05 11:30:00,123362.01,123362.01,123162.0,123349.95,118.50779
2025-10-05 11:45:00,123349.95,123538.46,123346.2,123464.64,151.50236
2025-10-05 12:00:00,123464.64,123464.65,122927.17,123149.97,284.85864
2025-10-05 12:15:00,123149.98,123250.25,123055.07,123133.02,107.84671
2025-10-05 12:30:00,123133.03,123196.13,122960.5,123055.06,91.45044
2025-10-05 12:45:00,123055.06,123234.35,123055.06,123085.88,89.63682
2025-10-05 13:00:00,123085.89,123325.78,123070.46,123246.88,239.28269
