timestamp,open,high,low,close,volume
2025-10-04 19:15:00,4462.18,4467.4,4458.7,4465.95,853.915
2025-10-04 19:30:00,4465.96,4468.88,4464.33,4464.33,729.9605
2025-10-04 19:45:00,4464.33,4467.21,4464.13,4467.12,585.9261
2025-10-04 20:00:00,4467.13,4475.14,4467.13,4474.5,1577.0753
2025-10-04 20:15:00,4474.5,4485.31,4474.5,4484.85,1564.9423
2025-10-04 20:30:00,4484.85,4485.1,4480.39,4483.0,1373.291
2025-10-04 20:45:00,4482.99,4483.49,4472.6,4475.16,1460.316
2025-10-04 21:00:00,4475.16,4489.32,4474.61,4488.77,1519.792
2025-10-04 21:15:00,4488.78,4493.83,4483.97,4493.59,1711.1555
2025-10-04 21:30:00,4493.59,4493.59,4484.66,4490.97,1429.3717
2025-10-04 21:45:00,4490.97,4491.0,4480.82,4484.5,916.3762
2025-10-04 22:00:00,4484.5,4492.91,4483.3,4485.0,1437.2157
2025-10-04 22:15:00,4485.0,4487.65,4480.64,4486.81,547.5518
2025-10-04 22:30:00,4486.81,4494.5,4486.8,4491.29,983.9653
2025-10-04 22:45:00,4491.29,4493.0,4488.47,4489.6,516.057
2025-10-04 23:00:00,4489.6,4489.91,4482.63,4482.63,583.7618
2025-10-04 23:15:00,4482.64,4486.2,4482.3,4485.63,407.492
2025-10-04 23:30:00,4485.63,4488.18,4484.74,4488.15,1644.8396
2025-10-04 23:45:00,4488.15,4489.34,4485.27,4487.15,848.3479
2025-10-05 00:00:00,4487.16,4489.51,4482.03,4483.69,816.5312
2025-10-05 00:15:00,4483.69,4493.8,4482.21,4492.74,870.1137
2025-10-05 00:30:00,4492.74,4492.75,4480.0,4480.01,772.1798
2025-10-05 00:45:00,4480.0,4480.41,4467.05,4470.93,1733.2606
2025-10-05 01:00:00,4470.94,4482.05,4470.58,4481.03,919.6224
2025-10-05 01:15:00,4481.03,4484.09,4474.0,4479.38,2950.0769
2025-10-05 01:30:00,4479.39,4485.61,4479.38,4485.6,1070.4
2025-10-05 01:45:00,4485.61,4488.77,4483.8,4487.51,989.5764
2025-10-05 02:00:00,4487.51,4487.8,4480.51,4483.3,953.9931
2025-10-05 02:15:00,4483.3,4492.0,4480.0,4492.0,1227.8859
2025-10-05 02:30:00,4492.0,4544.19,4492.0,4522.16,30903.8443
2025-10-05 02:45:00,4522.15,4551.0,4518.66,4548.9,11896.3917
2025-10-05 03:00:00,4548.91,4575.0,4548.91,4553.78,17699.8023
2025-10-05 03:15:00,4553.78,4553.78,4535.0,4545.73,21472.1524
2025-10-05 03:30:00,4545.73,4564.7,4544.52,4559.2,8397.5511
2025-10-05 03:45:00,4559.19,4562.99,4528.24,4531.54,7321.2421
2025-10-05 04:00:00,4531.55,4546.66,4529.0,4537.79,3331.8731
2025-10-05 04:15:00,4537.8,4546.87,4532.7,4536.04,3102.6687
2025-10-05 04:30:00,4536.04,4554.68,4530.77,4547.71,3649.7815
2025-10-05 04:45:00,4547.71,4588.98,4547.71,4574.62,17800.7575
2025-10-05 05:00:00,4574.63,4585.91,4560.35,4569.75,9420.4453
2025-10-05 05:15:00,4569.76,4577.15,4560.01,4577.15,3615.4901
2025-10-05 05:30:00,4577.15,4578.18,4561.05,4568.87,5713.684
2025-10-05 05:45:00,4568.86,4569.24,4557.35,4569.23,6968.5461
2025-10-05 06:00:00,4569.24,4573.62,4564.47,4571.33,6766.9986
2025-10-05 06:15:00,4571.32,4572.0,4553.91,4566.51,9549.2263
2025-10-05 06:30:00,4566.51,4566.81,4551.89,4563.67,5668.8056
2025-10-05 06:45:00,4563.68,4569.12,4554.97,4559.66,8825.0194
2025-10-05 07:00:00,4559.66,4584.4,4558.86,4578.41,6338.5086
2025-10-05 07:15:00,4578.4,4583.27,4571.28,4571.9,11067.3743
2025-10-05 07:30:00,4571.9,4579.07,4568.59,4578.21,3071.875
2025-10-05 07:45:00,4578.2,4615.0,4578.2,4605.97,17613.7193
2025-10-05 08:00:00,4605.98,4618.17,4594.84,4594.89,17227.6447
2025-10-05 08:15:00,4594.89,4611.78,4590.1,4600.22,14728.909
2025-10-05 08:30:00,4600.23,4600.23,4586.27,4590.24,10424.2463
2025-10-05 08:45:00,4590.23,4591.81,4583.55,4587.54,8138.7504
2025-10-05 09:00:00,4587.53,4588.88,4582.62,4585.95,3015.1797
2025-10-05 09:15:00,4585.96,4590.35,4568.26,4574.92,13351.0404
2025-10-05 09:30:00,4574.93,4574.93,4547.0,4551.39,20558.4534
2025-10-05 09:45:00,4551.39,4564.63,4538.26,4549.22,19516.9553
2025-10-05 10:00:00,4549.22,4551.7,4526.17,4538.69,15055.2047
2025-10-05 10:15:00,4538.69,4550.81,4532.19,4537.26,5026.5708
2025-10-05 10:30:00,4537.27,4537.37,4523.45,4536.67,4608.0589
2025-10-05 10:45:00,4536.67,4547.92,4536.67,4542.57,3970.7806
2025-10-05 11:00:00,4542.56,4550.95,4535.56,4536.99,4161.8546
2025-10-05 11:15:00,4537.0,4553.83,4537.0,4548.45,2992.1521
