amount,remaining,side,filled,info,status,symbol,timestamp,type,id,price,datetime
8e-05,0.0,buy,8e-05,"{""symbol"": ""BTCUSDT"", ""orderId"": ""1693767"", ""orderListId"": ""-1"", ""clientOrderId"": ""x-TKT5PX2F29ac82fa707ccc788fb0d3"", ""transactTime"": ""1760074487949"", ""price"": ""0.00000000"", ""origQty"": ""0.00008000"", ""executedQty"": ""0.00008000"", ""origQuoteOrderQty"": ""0.00000000"", ""cummulativeQuoteQty"": ""9.69760880"", ""status"": ""FILLED"", ""timeInForce"": ""GTC"", ""type"": ""MARKET"", ""side"": ""BUY"", ""workingTime"": ""1760074487949"", ""fills"": [{""price"": ""121220.11000000"", ""qty"": ""0.00008000"", ""commission"": ""0.00000000"", ""commissionAsset"": ""BTC"", ""tradeId"": ""675933""}], ""selfTradePreventionMode"": ""EXPIRE_MAKER""}",closed,BTC/USDT,1760074487949,market,1693767,121220.11,2025-10-10T05:34:47.949Z
